"post_title","post_name","ID","sku","product_url","images","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class"
"Canaan Aromatic Bath Salts, Dead Sea Minerals","canaan-aromatic-bath-salts-dead-sea-minerals","2113","16438","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-aromatic-bath-salts-dead-sea-minerals.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Соли Dead Sea|Уход за телом","",""
"Canaan Bath Salts, Dead Sea Products","canaan-bath-salts-dead-sea-products","2114","16423","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-bath-salts-dead-sea-products.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Крема от псориаза Dea Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Соли Dead Sea|Уход за телом","",""
"Canaan Cleansing Milk, Dead Sea cosmetics","canaan-cleansing-milk-dead-sea-cosmetics","2115","16395","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-cleansing-milk-dead-sea-cosmetics.gif","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > Брэнд Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом|Уход за телом","",""
"Canaan Energizing Bath and Body Gel, Organic Cosmetics","canaan-energizing-bath-and-body-gel-organic-cosmetics","2116","16387","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-energizing-bath-and-body-gel-organic-cosmetics.gif","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Canaan Exfoliating Body Gel, Organic Skin Care","canaan-exfoliating-body-gel-organic-skin-care","2117","16388","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-exfoliating-body-gel-organic-skin-care.gif","simple","Расширенный список > ""Оливковое Масло Продукты Кожи ""|Расширенный список > Organic Cosmetics|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Canaan Eye Cream, Dead Sea Products","canaan-eye-cream-dead-sea-products","2118","16406","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-eye-cream-dead-sea-products.gif","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за кожей вокруг глаз","",""
"Canaan Hydrating Day Cream, Organic Skin Care","canaan-hydrating-day-cream-organic-skin-care","2119","16379","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-hydrating-day-cream-organic-skin-care.gif","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом|Уход за телом","",""
"Canaan Moisturizing Cream with SPF 15, Dead Sea Minerals","canaan-moisturizing-cream-with-spf-15-dead-sea-minerals","2120","16407","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-moisturizing-cream-spf-15-dead-sea-minerals.gif","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом","",""
"Canaan Mud Mask, Dead Sea Minerals","canaan-mud-mask-dead-sea-minerals","2121","14605","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-mud-mask-dead-sea-minerals_0.gif","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Расширенный список > Косметические наборы Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Соли Dead Sea|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за кожей ног|Расширенный список > Уход за лицом|Уход за телом","",""
"Canaan Nourishing Facial Cream, Dead Sea Minerals","canaan-nourishing-facial-cream-dead-sea-minerals","2122","16404","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-nourishing-facial-cream-dead-sea-minerals_0.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом|Уход за телом","",""
"Canaan Nourishing Foot Cream, Dead Sea Minerals","canaan-nourishing-foot-cream-dead-sea-minerals","2123","16411","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-nourishing-foot-cream-dead-sea-minerals.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Canaan Nourishing Foot Cream, Organic Cosmetics","canaan-nourishing-foot-cream-organic-cosmetics","2124","16390","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-nourishing-foot-cream-organic-cosmetics.gif","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Canaan Organic Vitalizing Facial Serum, Organic Skin Care","canaan-organic-vitalizing-facial-serum-organic-skin-care","2125","16383","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-organic-vitalizing-facial-serum-organic-skin-care.gif","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом|Уход за телом","",""
"Canaan Peeling Body Salts, Dead Sea Cosmetics","canaan-peeling-body-salts-dead-sea-cosmetics","2126","16439","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-peeling-body-salts-dead-sea-cosmetics.gif","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > Брэнд Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Соли Dead Sea|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за лицом|Уход за телом","",""
"Canaan Re Contouring Eye Cream, Organic Cosmetics","canaan-re-contouring-eye-cream-organic-cosmetics","2127","16382","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-re-contouring-eye-cream-organic-cosmetics.gif","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за кожей вокруг глаз|Уход за телом","",""
"Canaan Rich Oil-Based Body Cream,Dead Sea Minerals","canaan-rich-oil-based-body-creamdead-sea-minerals","2128","16447","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-rich-oil-based-body-creamdead-sea-minerals.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Canaan Soothing Body Butter, Organic Skin Care","canaan-soothing-body-butter-organic-skin-care","2129","16386","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-soothing-body-butter-organic-skin-care.gif","simple","Расширенный список > Organic Cosmetics|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Спа и уход за телом|Уход за телом","",""
"Canaan Toning Water, Dead Sea Products","canaan-toning-water-dead-sea-products","2130","16396","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-toning-water-dead-sea-products.gif","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > Брэнд Dead Sea|Наборы|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом","",""
"Cleansing and Relaxing Facial Foam with Dead Sea Minerals","cleansing-and-relaxing-facial-foam-with-dead-sea-minerals","2131","16003","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/cleansing-and-relaxing-facial-foam-dead-sea-minerals_1.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Clineral Psoriasis Body Cream with Dead Sea Minerals","clineral-psoriasis-body-cream-with-dead-sea-minerals","2132","16025","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/clineral-psoriasis-body-cream-dead-sea-minerals.jpg","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Clineral Psoriasis Joint Skin Cream wih Dead Sea Minerals","clineral-psoriasis-joint-skin-cream-wih-dead-sea-minerals","2133","16028","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/clineral-psoriasis-joint-skin-cream-wih-dead-sea-minerals.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Clineral Psoriasis Scalp Shampoo with Dead Sea Minerals","clineral-psoriasis-scalp-shampoo-with-dead-sea-minerals","2134","16026","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/clineral-psoriasis-scalp-shampoo-dead-sea-minerals.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Уход за волосами|Расширенный список > Шампуни Dead Sea","",""
"Dead Sea Acne Blemish Cream by Sea of Spa","dead-sea-acne-blemish-cream-by-sea-of-spa","2136","15327","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-acne-blemish-cream-sea-spa.gif","simple","Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Dead Sea Acne Treatment Cream","dead-sea-acne-treatment-cream","2137","15881","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-acne-treatment-cream.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Уход за телом","",""
"Dead Sea Active Anti Aging Day Cream SPF-15 by Natural Sea Beauty","dead-sea-active-anti-aging-day-cream-spf-15-by-natural-sea-beauty","2138","7592","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-active-anti-aging-day-cream-spf-15-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список","",""
"Dead Sea Active Anti-Aging Eye Cream by Natural Sea Beauty","dead-sea-active-anti-aging-eye-cream-by-natural-sea-beauty","2139","13080","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-active-anti-aging-eye-cream-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Наборы|Расширенный список > Наборы|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за лицом","",""
"Dead Sea Anti Aging Active Night Cream by Natural Sea Beauty","dead-sea-anti-aging-active-night-cream-by-natural-sea-beauty","2140","7593","","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список","",""
"Dead Sea Anti Aging Body Lotion for Men","dead-sea-anti-aging-body-lotion-for-men","2141","15893","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-anti-aging-body-lotion-men.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом","",""
"Dead Sea Aqua Mineral Anti-Wrinkle by Natural Sea Beauty","dead-sea-aqua-mineral-anti-wrinkle-by-natural-sea-beauty","2142","7589","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-aqua-mineral-anti-wrinkle-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список","",""
"Dead Sea Aqua Mineral Intense by Natural Sea Beauty","dead-sea-aqua-mineral-intense-by-natural-sea-beauty","2143","7622","","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Avocado Foot Cream by Sea of Spa","dead-sea-avocado-foot-cream-by-sea-of-spa","2144","15340","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2017/03/dead-sea-avocado-foot-cream-sea-spa.jpg","simple","Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Био-мимикрический мужской бальзам после бритья от Dead Sea (new)","%d0%b1%d0%b8%d0%be-%d0%bc%d0%b8%d0%bc%d0%b8%d0%ba%d1%80%d0%b8%d1%87%d0%b5%d1%81%d0%ba%d0%b8%d0%b9-%d0%bc%d1%83%d0%b6%d1%81%d0%ba%d0%be%d0%b9-%d0%b1%d0%b0%d0%bb%d1%8c%d0%b7%d0%b0%d0%bc-%d0%bf%d0%be","2145","15902","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-bio-mimetic-men-aftershave-balm.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей вокруг глаз|Уход за телом","",""
"Dead Sea Крем-масло для тела с ассортиментом ароматов от Sea of Spa","dead-sea-%d0%ba%d1%80%d0%b5%d0%bc-%d0%bc%d0%b0%d1%81%d0%bb%d0%be-%d0%b4%d0%bb%d1%8f-%d1%82%d0%b5%d0%bb%d0%b0-%d1%81-%d0%b0%d1%81%d1%81%d0%be%d1%80%d1%82%d0%b8%d0%bc%d0%b5%d0%bd%d1%82%d0%be%d0%bc","2146","15334","","","simple","Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Body Cream Enriched with Olive Oil by Sea of Spa","dead-sea-body-cream-enriched-with-olive-oil-by-sea-of-spa","2147","15336","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-body-cream-enriched-olive-oil-sea-spa.jpg","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Body Lotion by Natural Sea Beauty","dead-sea-body-lotion-by-natural-sea-beauty","2148","7571","","","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Carrot and Nuts Tan Oil","dead-sea-carrot-and-nuts-tan-oil","2149","15993","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-carrot-and-nuts-tan-oil_0.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Уход за телом","",""
"Dead Sea Cleansing Gel for Men","dead-sea-cleansing-gel-for-men","2150","15903","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cleansing-gel-men.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом|Уход за телом","",""
"Dead Sea Cosmetics Gift Set - Argan Oil Hair Care","dead-sea-cosmetics-gift-set-argan-oil-hair-care","2151","15823","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-argan-oil-hair-care.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Расширенный список > Марокканское аргановое масло|Наборы|Расширенный список|Уход за волосами|Расширенный список > Уход за волосами","",""
"Dead Sea Cosmetics Gift Set - Collagen Face Care","dead-sea-cosmetics-gift-set-collagen-face-care","2152","15821","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-collagen-face-care.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Наборы|Расширенный список","",""
"Dead Sea Cosmetics Gift Set - Dead Sea Mud Care","dead-sea-cosmetics-gift-set-dead-sea-mud-care","2153","15825","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-dead-sea-mud-care.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Наборы|Расширенный список|Уход за волосами","",""
"Dead Sea Cosmetics Gift Set - Face & Hair Care","dead-sea-cosmetics-gift-set-face-hair-care","2154","15822","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-face-hair-care.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Наборы|Расширенный список|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Уход за лицом","",""
"Dead Sea Cosmetics Gift Set - Facial Care","dead-sea-cosmetics-gift-set-facial-care","2155","15826","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-facial-care.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Крема|Лечебная косметика|Наборы|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Cosmetics Gift Set - Man Care","dead-sea-cosmetics-gift-set-man-care","2156","15824","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-man-care.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Расширенный список > Мужская косметическая линия Dead Sea|Наборы|Расширенный список|Уход за телом","",""
"Dead Sea Cosmetics Gift Set - Obliphicha","dead-sea-cosmetics-gift-set-obliphicha","2157","15827","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-obliphicha.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Наборы|Расширенный список|Уход за волосами|Расширенный список > Уход за волосами","",""
"Dead Sea Cream for Cracked Rough Skin by Natural Sea Beauty","dead-sea-cream-for-cracked-rough-skin-by-natural-sea-beauty","2158","16991","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cream-cracked-rough-skin-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Спа и уход за телом|Расширенный список > Уход за кожей ног|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Delicate Peeling Mask","dead-sea-delicate-peeling-mask","2159","15919","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-delicate-peeling-mask.jpg","simple","Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Dead Sea Face and Eye Gel Serum for Men","dead-sea-face-and-eye-gel-serum-for-men","2160","15910","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-face-eye-gel-serum-men.gif","simple","Крема|Расширенный список > Крема|Расширенный список > Мужская косметическая линия Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за кожей ног|Расширенный список > Уход за кожей рук и ног|Расширенный список > Уход за лицом","",""
"Dead Sea Facial Peeling Mask by Sea of Spa","dead-sea-facial-peeling-mask-by-sea-of-spa","2161","15338","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-facial-peeling-mask-sea-spa.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом|Уход за телом","",""
"Dead Sea Facial Peeling Gel for Men by Sea of spa","dead-sea-facial-peeling-gel-for-men-by-sea-of-spa","2162","15909","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-facial-peeling-gel-men-sea-spa.gif","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Dead Sea Foot Repair Cream by Natural Sea Beauty","dead-sea-foot-repair-cream-by-natural-sea-beauty","2163","7331","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-foot-repair-cream-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Расширенный список|Расширенный список > Уход за кожей ног|Уход за телом","",""
"Dead Sea Lightening Cream SPF-20","dead-sea-lightening-cream-spf-20","2164","16006","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-lightening-cream-spf-20.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Minerail Lift Anti-Age Serum by Natural Sea Beauty","dead-sea-minerail-lift-anti-age-serum-by-natural-sea-beauty","2165","15801","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerail-lift-anti-age-serum-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Minerail Lift Day Cream by Natural Sea Beauty","dead-sea-minerail-lift-day-cream-by-natural-sea-beauty","2166","15799","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerail-lift-day-cream-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Mineral Blemish Treatment","dead-sea-mineral-blemish-treatment","2167","14921","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-mineral-blemish-treatment.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Уход за лицом|Уход за телом","",""
