;Бланк заказа ООО ИКЦ КОНТРАКТ на 25.05.17;;;;;Сумма;4;Общий заказ;;Итого со скидкой;;;;;;;;
6179/0;;"Z-15M
Маска для волос ""Увлажнение и сияние"". Для нормальных и сухих волос.  150 мл
5200393843481";Z-15M;0,16;433;5200393843481;0;799р.;519р.;; - ;;;С абиссинским и аргановым маслом, гиалуроновой кислотой. Интенсивно питает, уменьшает сечение волос, восстанавливает естественную силу и блеск волос. Придает мягкость и шелковистость.Содержание натуральных ингредиентов: 97,7%Тип волос: для нормальных/сухих волос.Потребности кожи: увлажнение и восстановление сияния. Объем: 150 мл.;Aqua (Water), Crambe Abyssinica Seed Oil Phytosterol Esters, Behentrimonium Chloride, Glyceryl Stearate, Cetearyl Alcohol, Lauryl Alcohol, Myristyl Alcohol, Aloe Barbadensis Leaf Juice, Glycerin, Peg-40 Stearate, Ceteareth-20, Hyaluronic Acid, Hydrolyzed Glycosaminoglycans, Hydrolyzed Rice Protein, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Olea Europaea (Olive) Fruit Oil, Argania Spinosa Kernel Oil, Cocos Nucifera (Coconut) Oil, Tocopheryl Acetate, Panthenol, Inulin, Phenoxyethanol, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6180/0;;"Z-15P
Маска для волос ""Защита цвета и восстановление"". Для окрашенных и поврежденных вол
5200393887263";Z-15P;0,16;435;5200393887263;0;799р.;519р.;; - ;;;С абиссинским и аргановым маслом, протеинами киноа и витамином Е.Защищает волосы от высоких температур при укладке и способствует сохранению цвета. Активно восстанавливает, укрепляет, придает блеск.Содержание натуральных ингредиентов: 98%Тип волос: для окрашенных/поврежденных волос.Потребности кожи: увлажнение и восстановление сияния. Объем: 150 мл.;Aqua (Water), Crambe Abyssinica Seed Oil Phytosterol Esters, Behentrimonium Chloride, Glyceryl Stearate, Cetearyl Alcohol, Lauryl Alcohol, Myristyl Alcohol, Glycerin, Peg-40 Stearate, Ceteareth-20, Hydrolyzed Quinoa, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Hydrolyzed Adansonia Digitata (Baobab) Seed Protein, Olea Europaea (Olive) Fruit Oil, Argania Spinosa (Argan) Kernel Oil, Camellia Oleifera Seed Oil, Tocopheryl Acetate, Inulin, Phenoxyethanol, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
;Aphrodite;Косметика для мужчин;;;;;;;;;;;;;;;;
6181/0;;"Z-26
Гель для бритья ""Увлажнение и тонизирование"" с алоэ вера и арникой 200 мл
5200393839019";Z-26;0,23;344;5200393839019;0;599р.;389р.;; - ;;;С экстрактами арники и кардамона.Увлажняет, тонизирует, защищает кожу от раздражения. Обеспечивает мягкое, чистое и комфортное бритьё.Содержание натуральных ингредиентов: 91,6%Тип кожи: чувствительная.Потребности кожи: очищение и тонизирование, снятие раздражения. Объем: 200 мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Coco Glucoside, Aloe Barbadensis Leaf Juice, Polyquaternium-7, Peg-90 Glyceryl Isostearate, Laureth-2, Peg-7 Glyceryl Cocoate, Hydrolyzed Wheat Protein, Olea Europaea (Olive) Fruit Oil, Elettaria Cardamomum (Cardamom) Seed Extract, Arnica Montana Flower Extract, Panthenol, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6182/0;;"Z-27
Бальзам после бритья ""Увлажнение и свежесть"" с алоэ вера и центеллой 75 мл
5200393865285";Z-27;0,1;419;5200393865285;0;749р.;487р.;; - ;;;С экстрактами алоэ вера, центеллы и витамином Е.Активно увлажняет, питает и освежает кожу, снимает раздражение после бритья. Обладает приятным запахом.Содержание натуральных ингредиентов: 98%Тип кожи: чувствительная.Потребности кожи: увлажнение и восстановление сияния, снятие раздражения. Объем: 75 мл.;Aqua (Water), Aloe Barbadensis Leaf Juice, Isoamyl Laurate, Isoamyl Cocoate, Cetearyl Olivate, Sorbitan Olivate, Glycerin, Hydrolyzed Barley Protein, Juniperus Communis Fruit (Juniper) Extract, Sodium Polyacrylate, Olea Europaea (Olive) Fruit Oil, Croton Lechleri Resin Powder, Propanediol, Centella Asiatica Extract, Tocopheryl Acetate, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Allantoin, Parfum (Fragrance), Menthol, Sodium Phytate, Ethylhexylglycerin;;;
6183/0;;"Z-85
Гель для душа ""Увлажнение и тонизирование"" с алоэ вера и женьшенем  200 мл
5200393895015";Z-85;0,23;614;5200393895015;0;549р.;357р.;; - ;;;С экстрактами арники и кардамона.Увлажняет, тонизирует, защищает кожу от раздражения. Обеспечивает мягкое, чистое и комфортное бритьё.Содержание натуральных ингредиентов: 91,6%Тип кожи: чувствительная.Потребности кожи: очищение и тонизирование, снятие раздражения. Объем: 200 мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine, Coco Glucoside, Aloe Barbadensis Leaf Juice, Peg-90 Glyceryl Isostearate, Laureth- 2, Hexanediol, Polyquaternium-7, Peg-7 Glyceryl Cocoate, Hydrolyzed Wheat Protein, Chamomila Recutita (Matricaria) Flower Extract, Olea Europaea (Olive) Fruit Oil, Centella Asiatica Extract, Panax Ginseng Root Extract, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6184/0;;"Z-86
Шампунь для волос с Увлажнение и укрепление"" с абиссинским маслом и гингко билоба 200 мл
5200393860549";Z-86;0,23;614;5200393860549;0;649р.;422р.;; - ;;;С абиссинским маслом и алоэ вера.Укрепляет, увлажняет и регулирует жирность волос, придает им здоровый и ухоженный вид.Содержание натуральных ингредиентов: 91,6%Тип волос: для всех типов волосПотребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 200 мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Sodium Cocoyl Isethionate, Coco Glucoside, Cocamidopropyl Betaine, Inulin, Hexanediol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Crambe Abyssinica (Abyssinian) Seed Oil, Phytosterol Esters, Olea Europaea (Olive) Fruit Oil, Gingko Biloba Leaf Extract, Parfum (Fragrance), Niacinamide, Peg-90 Glyceryl Isostearate, Laureth-2, Guar Hydroxypropyl Trimonium Chloride, Biotin, Sodium Phytate;;;
;Aphrodite;Эликсир молодости;;;;;;;;;;;;;;;;
6187/0;;"D-18
Омолаживающий крем для кожи вокруг глаз 30 мл
5200393870104";D-18;0,06;290;5200393870104;0;2 499р.;1 624р.;; - ;;;С молоком ослиц, коэнзимом Q10, гиалуроновой кислотой. Интенсивно защищает кожу, устраняет видимые морщины и темные круги под глазами.Содержание натуральных ингредиентов: 96,2%Тип кожи: все типы кожи, увядающая/зрелаяПотребности кожи: защита от загрязнений окружающей среды, увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 30 мл.;Aqua (Water), Cetearyl Olivate, Sorbitan Olivate, Isoamyl Laurate, Isoamyl Cocoate, Glycerin, Ammonium Acryloyldimethyltaurate / VP Copolymer, Tocopheryl Acetate, Vitis Vinifera Grape Juice Extract, Propanediol, Olea Europaea (Olive) Fruit Oil, Donkey Milk, Moringa Pterygosperma Seed Extract, Gossypium Herbaceum (Cotton) Extract, Gluconolactone, Argania Spinosa (Argan) Kernel Oil, Plukenetia Volubilis (Inca Inchi) Seed Oil, Hydrolyzed Sodium Hyaluronate, Escin, Lecithin, Sophora Japonica Flower Extract, Porphyra Umbilicalis Extract, Oenothera Biennis (Evening Primrose) Oil, Ubiquinone, Butyrospermum Parkii (Shea) Butter, Sodium Polyacrylate, Hexanediol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Parfum (Fragrance), Allantoin, Sodium Phytate, Sodium Benzoate, Benzyl Benzoate, Benzyl Salicylate, Cinnamyl Alcohol, Citronellol, Coumarin, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Lyral;;;
6188/0;;"D-19
Успокаивающий дневной крем с защитой от загрязнений окружающей среды. Для чувствительной и
5200393830016";D-19;0,09;352;5200393830016;0;2 499р.;1 624р.;; - ;;;С молоком ослиц, алоэ вера, гиалуроновой кислотой. Идеальное увлажняющее средство для ежедневного применения. Не только питает и успокаивает кожу, но и обеспечивает защиту в течение дня.Содержание натуральных ингредиентов: 97%Тип кожи: чувствительная, сухая/обезвоженная.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды, снятие раздражения. Объем: 50 мл.;Aqua (Water), Aloe Barbadensis Leaf Juice, Isoamyl Laurate, Isoamyl Cocoate, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Olea Europaea (Olive) Fruit Oil, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Oryza Sativa Rice Starch, Glycerin, Porphyra Umbilicalis Extract, Kappaphycus Alvarezii Extract, Biosaccharide Gum-4, Cetearyl Olivate, Sorbitan Olivate, Tocopheryl Acetate, Glyceryl Stearate Citrate, Sodium Hyaluronate Crosspolymer, Donkey Milk, Moringa Pterygosperma Seed Extract, Gossypium Herbaceum (Cotton) Extract, Gluconolactone, Centella Asiatica Extract, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Honey Extract, Ceratonia Siliqua (Carob) Seed Extract, Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Ethylhexylglycerin, Allantoin, Sodium Phytate, Sodium Benzoate;;;
6189/0;;"D-19W
Омолаживающий защитный дневной крем для лица 50 мл
5200393890911";D-19W;0,19;318;5200393890911;0;2 749р.;1 787р.;; - ;;;С молоком ослиц и гиалуроновой кислотой.Максимально увлажняет, эффективно устраняет морщины и вялость кожи. Укрепляет природный защитный барьер кожи.Содержание натуральных ингредиентов: 97,1%Тип кожи: все типы кожи, увядающая/зрелая.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды. Объем: 50 мл.;Aqua (Water), Isoamyl Laurate, Isoamyl Cocoate, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Oryza Sativa Rice Starch, Macrocystis Purifera Extract, Hyaluronic Acid, Glycerin, Olea Europaea (Olive) Fruit Oil, Acetyl Hexapeptide-8, Porphyridium Cruentum Extract, Hydroxypropyl Methylcellulose, Pullulan, Porphyra Umbilicalis Extract, Cetearyl Olivate, Sorbitan Olivate, Tocopheryl Acetate, Glyceryl Stearate Citrate, Moringa Pterygosperma Seed Extract, Donkey Milk, Gossypium Herbaceum (Cotton) Extract, Gluconolactone, Vitis Vinifera Grape Juice Extract, Propanediol, Plukenetia Volubilis Seed Oil, Camelina Sativa Seed Oil, Cocos Nucifera, Gardenia Tahitensis Flower, Tocopherol, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Ethylhexylglycerin, Allantoin, Sodium Phytate, Sodium Benzoate, Benzyl Benzoate, Benzyl Salicylate, Cinnamyl Alcohol, Citronellol, Coumarin, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Lyral;;;
6190/0;;"D-20
Омолаживающий защитный ночной крем для лица 50 мл
5200393860617";D-20;0,19;318;5200393860617;0;2 649р.;1 722р.;; - ;;;С молоком ослиц, гиалуроновой кислотой и экстрактом морских водорослей.Эффективный восстанавливающий ночной уход, который омолаживает кожу и устраняет вредные воздействия окружающей среды.Содержание натуральных ингредиентов: 96,6%Тип кожи: все типы кожи, увядающая/зрелаяПотребности кожи: антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды. Объем: 50мл.;Aqua (Water), Isoamyl Laurate, Isoamyl Cocoate, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Oryza Sativa Rice Starch, Glycerin, Butyrospermum Parkii (Shea Butter), Olea Europaea (Olive) Fruit Oil, Donkey Milk, Plukenetia Volubilis (Inca Inchi) Seed Oil, Macrocystis Pyrifera Extract, Hydrolyzed Yeast Extract, Porphyra Umbilicalis Extract, Cetearyl Olivate, Sorbitan Olivate, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Tocopheryl Acetate, Glyceryl Stearate Citrate, Moringa Pterygosperma Seed Extract, Hydrolyzed Sodium Hyaluronate, Onopordum Acanthium (Milk Thistle) Flower/Leaf/Stem Extract, Alcohol, Argania Spinosa (Argan) Kernel Oil, Rosa Moschata (Rosehip) Seed Oil, Persea Gratissima (Avocado) Oil, Sodium Hyaluronate Crosspolymer, Punica Granatum (Pomegranate) Seed Extract, Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Ethylhexylglycerin, Allantoin, Sodium Phytate, Benzyl Benzoate, Benzyl Salicylate, Cinnamyl Alcohol, Citronellol, Coumarin, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Lyral;;;
6191/0;;"D-22
Молочко очищающее и успокаивающее с защитой от загрязнений окружающей среды.  200 мл
5200393810117";D-22;0,23;344;5200393810117;0;1 199р.;779р.;; - ;;;С молоком ослиц, зверобоем, стволовыми клетками хлопка и пептидами моринга.Нежно очищает, удаляя загрязнения и макияж. Эффективно успокаивает и освобождает кожу от токсинов. Защищает от стрессов и загрязнений окружающей среды.Содержание натуральных ингредиентов: 96,2%Тип кожи: чувствительная, увядающая/зрелаяПотребности кожи: очищение и тонизирование, защита от загрязнений окружающей среды, снятие раздражения, антивозрастной уход, восстановление упругости. Объем: 200 мл.;Aqua (Water), Isoamyl Laurate, Isoamyl Cocoate, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Oryza Sativa Rice Starch, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Babassu Oil Glycereth-8 Esters, Aloe Barbadensis Leaf Juice, Glycerin, Cetearyl Olivate, Sorbitan Olivate, Donkey Milk, Olea Europaea (Olive) Fruit Oil, Moringa Pterygosperma Seed Extract, Centella Asiatica Extract, Gossypium Herbaceum (Cotton) Extract, Gluconolactone, Calendula Officinalis Flower Extract, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Helianthus Annuus (Sunflower) Seed Oil, Tocopheryl Acetate, Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate / VP Copolymer, Parfum (Fragrance), Ethylhexylglycerin, Sodium Benzoate, Sodium Phytate;;;
6192/0;;"D-29W
Омолаживающая защитная сыворотка для лица 30 мл
5200393829928";D-29W;0,06;290;5200393829928;0;2 999р.;1 949р.;; - ;;;С молоком ослиц, гиалуроновой кислотой, маслом инка-инчи и стволовыми клетками хлопка.Сочетание мощных ингредиентов способствует заметному уменьшению морщин, предотвращает старение кожи, а также защищает от стрессов и загрязнений окружающей среды.Содержание натуральных ингредиентов: 97,1%Тип кожи: все типы кожи, увядающая/зрелая.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды. Объем: 30 мл.;Aqua (Water), Cetearyl Olivate, Sorbitan Olivate, Glycerin, Isoamyl Laurate, Isoamyl Cocoate, Ammonium Acryloyldimethyltaurate / VP Copolymer, Acetyl Hexapeptide-8, Hydroxypropyl Methylcellulose, Pullulan, Porphyridium Cruentum Extract, Olea Europaea (Olive) Fruit Oil, Hydrolyzed Sodium Hyaluronate, Moringa Pterygosperma Seed Extract, Gossypium Herbaceum (Cotton) Extract, Gluconolactone, Donkey Milk, Plukenetia Volubilis (Inca Inchi) Seed Oil, Cocos Nucifera Oil, Gardenia Tahitensis Flower, Tocopherol, Camelina Sativa Seed Oil, Arginine/Lysine Polypeptide, Porphyra Umbilicalis Extract, Tocopheryl Acetate, Sodium Polyacrylate, Parfum (Fragrance), Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Ethylhexylglycerin, Allantoin, Sodium Benzoate, Sodium Phytate, Benzyl Benzoate, Benzyl Salicylate, Cinnamyl Alcohol, Citronellol, Coumarin, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Lyral;;;
6193/0;;"D-38
Крем для ног ""Эликсир молодости""  75 мл
5200393848813";D-38;0,09;254;5200393848813;0;699р.;454р.;; - ;;;С молоком ослиц, маслами дерева ши, авокадо и зверобоя.Благодаря богатому источнику витаминов и Омега жирных кислот, крем интенсивно смягчает огрубевшую кожу. Устраняет мозоли и трещины на пяткахСодержание натуральных ингредиентов: 96,8%Тип кожи: чувствительная, увядающая/зрелая.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды. Объем: 75 мл.;Aqua (Water), Aloe Barbadensis Leaf Juice, Glycerin, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Butyrospermum Parkii (Shea) Butter, Glyceryl Rosinate, Olea Europaea (Olive) Oil Unsaponifiables, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Cetearyl Olivate, Sorbitan Olivate, Olea Europaea (Olive) Fruit Oil, Helianthus Annuus (Sunflower) Seed Oil, Heterotheca Inuloides (Arnica) Flower Extract, Hypericum Perforatum (St. John’s Wort) Flower/Leaf/Stem Extract, Donkey Milk, Argania Spinosa Kernel Oil, Croton Lechleri Resin Powder, Alpha-Glucan Oligosaccharide, Persea Gratissima (Avocado) Oil, Ethylhexyl Olivate, Tocopheryl Acetate, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Ammonium Acryloyldimethyltaurate / VP Copolymer, Allantoin, Sodium Phytate, Ethylhexylglycerin;;;
6194/0;;"D-48
Защитный бальзам для губ ""Мгновенное увлажнение"" с молоком ослиц 4 г
5200393876854";D-48;0,01;28;5200393876854;0;399р.;259р.;; - ;;;Мгновенное увлажнение. Защищает, смягчает и питает сухую и потрескавшуюся кожу губ. С SPF 10.Содержание натуральных ингредиентов: 99%Тип кожи: чувствительная, сухая/обезвоженная, все типы кожи.Потребности кожи: защита от солнца, защита от загрязнений окружающей среды, увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 4 гр.;Isoamyl Laurate, Isoamyl Cocoate, Ricinus Communis (Castor) Seed Oil, Zinc Oxide, Sesamum Indicum (Sesame) Oil, Polyglyceryl-2 Dipolyhydroxy stearate, Polyglyceryl-3 Diisostearate, Cera Alba (Beeswax), Euphorbia Cerifera (Candelilla) Wax, Helianthus Annuus (Sunflower) Seed Oil, Aloe Barbadensis Leaf Extract, Copernicia Cerifera (Carnauba) Wax, Olus Oil, Olea Europaea (Olive) Fruit Oil, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Butyrospermum Parkii (Shea Butter), Cetyl Alcohol, Tocopheryl Acetate, Aroma (Flavor), Shorea Stenoptera (Illipe) Seed Butter, Persea Gratissima (Avocado) Oil, Donkey Milk, Argania Spinosa (Argan) Kernel Oil, Croton Lechleri Resin Powder, Sodium Hyaluronate, Hydrogenated Castor Oil;;;
6195/0;;"D-55
Крем-суфле для тела ""Эликсир молодости"" 150 мл
5200393881100";D-55;0,24;451;5200393881100;0;1 699р.;1 104р.;; - ;;;С молоком ослиц, гиалуроновой кислотой, маслами и витаминами.Нежное увлажняющее средство эффективно омолаживает и защищает кожу от негативных воздействий окружающей среды.Содержание натуральных ингредиентов: 96,6%Тип кожи: чувствительная, увядающая/зрелаяПотребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды. Объем: 200 мл.;Aqua (Water), Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth- 20, Isoamyl Laurate, Isoamyl Cocoate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Glycerin, Olea Europaea (Olive) Fruit Oil, Butyrospermum Parkii (Shea) Butter, Cetearyl Olivate, Sorbitan Olivate, Donkey Milk, Sodium Hyaluronate Crosspolymer, Persea Gratissima (Avocado) Oil, Cocos Nucifera (Coconut) Oil, Gardenia Tahitensis Flower, Tocopherol, Aleurites Moluccana (Kukui) Seed Oil, Prunus Ethylhexyl Olivate, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Heterotheca Inuloides (Arnica) Flower Extract, Helianthus Annuus (Sunflower) Seed Oil, Tocopheryl Acetate, Cera Alba (Beeswax), Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Phytate, Ethylhexylglycerin;;;
6185/0;;"D-8
Крем для рук ""Эликсир Молодости""  75 мл
5200393837732";D-8;0,08;254;5200393837732;0;649р.;422р.;; - ;;;С молоком ослиц и гиалуроновой кислотой.Успокаивает, восстанавливает и омолаживает кожу. Снимает раздражение, облегчает симптомы таких заболеваний как экзема и псориаз.Содержание натуральных ингредиентов: 96,5%Тип кожи: чувствительная, увядающая/зрелая.Потребности кожи: увлажнение и восстановление сияния, снятие раздражения, антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды. Объем: 75 мл.;Aqua (Water), Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Cetearyl Olivate, Sorbitan Olivate, Borago Officinalis (Borage) Seed Oil, Heterotheca Inuloides (Arnica) Flower Extract, Donkey Milk, Persea Gratissima (Avocado) Oil, Aleurites Molucana (Kukui) Seed Oil, Sodium Hyaluronate Crosspolymer, Tocopheryl Acetate, Ethylhexyl Olivate, Biosaccharide Gum-1, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Helianthus Annuus (Sunflowe) Seed Oil, Panthenol, Allantoin, Sodium Polyacrylate, Parfum (Fragrance), Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin, Sodium Phytate;;;
6196/0;;"D-82
Мыло оливковое  ""Эликсир молодости"" с молоком ослиц 100 г
5200393868811";D-82;0,1;163;5200393868811;0;199р.;129р.;; - ;;;"Серия """"Эликсир молодости"""". Глубоко увлажняет, нежно очищает и смягчает кожу, создает ощущение свежести и комфорта.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи, чувствительная, увядающая/зрелая.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, снятие раздражения. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Donkey Milk, Parfum (Fragrance), Glycerine, Sodium Chloride;;;
6186/0;;"D-9
Лосьон для тела ""Эликсир Молодости"" 200 мл
5200393866848";D-9;0,23;344;5200393866848;0;1 149р.;747р.;; - ;;;С молоком ослиц и гиалуроновой кислотой.Интенсивно увлажняет, обеспечивая глубокое проникновение в кожу и предотвращая ее преждевременное старение. Защищает кожу от негативных воздействий окружающей среды.Содержание натуральных ингредиентов: 97,1%Тип кожи: сухая/обезвоженная, чувствительная, увядающая/зрелаяПотребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 200 мл.;Aqua (Water), Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Glycerin, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Cetearyl Olivate, Sorbita Olivate, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Olea Europaea (Olive) Fruit Oil, Donkey Milk, Sodium Hyaluronate Crosspolymer, Persea Gratissima (Avocado) Oil, Aleurites Moluccana (Kukui) Seed Oil, Macadamia Ternifolia Seed Oil, Borago Officinalis (Borage) Seed Oil, Heterotheca Inuloides (Arnica) Flower Extract, Vitis Vinifera (Grape) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Tocopheryl Acetate, Ethylhexyl Olivate, Panthenol, Allantoin, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
;Aphrodite;Продукция в мини--упаковках;;;;;;;;;;;;;;;;
6215/0;;"Z-10S
Гель для душа ""Очищение и свежесть"" с алоэ вера и киви 35 мл
5200393800446";Z-10S;0,05;152;5200393800446;0;169р.;110р.;; - ;;;С алоэ вера, киви и провитамином В5. Отлично увлажняет и тонизирует кожу. Не содержит сульфатов.Содержание натуральных ингредиентов: 90,4%Тип кожи: все типы кожи.Потребности кожи: увлажнение и восстановление сияния. Объем: 35 мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine, Coco Glucoside, Aloe Barbadensis Leaf Juice, Peg-90 Glyceryl Isostearate, Laureth- 2, Polyquaternium-7, Peg-7 Glyceryl Cocoate, Hydrolyzed Wheat Protein, Glycereth-8 Coconut Oil Esters, Olea Europaea (Olive) Fruit Oil, Biosaccharide Gum-1, Actinidia Chinensis (Kiwi) Fruit Water, Saccharum Officinarum (Sugar Cane) Extract, Panthenol, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6216/0;;"Z-11S
Шампунь для ежедневного использования.  Для всех типов волос.  35 мл
5200393822844";Z-11S;0,05;152;5200393822844;0;189р.;123р.;; - ;;;Лёгкая формула мягко очищает и восстанавливает естественный блеск и мягкость волос.Содержание натуральных ингредиентов: 92,5%Тип волос: для всех типов волос.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 35 мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Coco Glucoside, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Peg-90 Glyceryl Isostearate, Laureth-2, Inulin, Olea Europaea (Olive) Fruit Oil, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Glycerin, Hydrolyzed Glycosaminoglycans, Hydrolyzed Rice Protein, Hyaluronic Acid, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Biotin, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
